MJD mag magerr band
58612.816747699864 18.423721545696022 0.04113453111827532 ZTF_i
58616.75197920017 18.3172762868549 0.03394583373440986 ZTF_g
58616.75197920017 18.374399185180664 0.06248199939727783 ZTF_g
58616.797627300024 18.29837584907791 0.03165575377294751 ZTF_r
58616.797627300024 18.37969970703125 0.08260100334882736 ZTF_r
58616.83041669987 18.425775498942066 0.05023501713153689 ZTF_i
58617.76821759995 18.41210100543963 0.034115209358499196 ZTF_r
58617.76821759995 18.362300872802734 0.0835919976234436 ZTF_r
58618.7237383998 18.434444665639827 0.03937277642848134 ZTF_r
58618.7237383998 18.355199813842773 0.06584200263023376 ZTF_r
58619.77231479995 18.389739452787076 0.07218953133956624 ZTF_g
58619.77231479995 18.397899627685547 0.11436700075864792 ZTF_g
58619.81972219981 18.2694960996711 0.08400492187462823 ZTF_r
58619.81972219981 18.32029914855957 0.17004799842834473 ZTF_r
58627.92387730023 18.4321020680963 0.05191924996835713 ZTF_i
58628.82894679997 18.319400787353516 0.09133599698543549 ZTF_r
58628.82894679997 18.25020825380675 0.024450256557839896 ZTF_r
58633.756458300166 18.326400756835938 0.07082399725914001 ZTF_g
58633.756458300166 18.267976018491183 0.020497353692042777 ZTF_g
58633.80200230004 18.266599655151367 0.07221999764442444 ZTF_r
58633.80200230004 18.213181777584868 0.023329629610473024 ZTF_r
58634.804571799934 18.239817798248026 0.02099580094843079 ZTF_r
58634.804571799934 18.31599998474121 0.1043969988822937 ZTF_r
58634.80592590012 18.402421853326512 0.022614707692488082 ZTF_r
58634.80637730006 18.327525096882344 0.02119194777366911 ZTF_r
58635.68336809985 18.369285301692265 0.04807890469672655 ZTF_i
58636.71185189998 18.344200134277344 0.09115099906921387 ZTF_r
58636.71185189998 18.292163022954924 0.023047550768494303 ZTF_r
58636.775856500026 18.263680965861035 0.019261452410582153 ZTF_g
58636.775856500026 18.32550048828125 0.07115700095891953 ZTF_g
58638.745810199995 18.42870511840314 0.023012855759064293 ZTF_r
58638.74626159994 18.40076058240342 0.022192951165569116 ZTF_r
58638.74809029978 18.335100173950195 0.0702430009841919 ZTF_r
58638.74809029978 18.26080425199992 0.02143269192760515 ZTF_r
58639.70695600007 18.389102944846663 0.038528852682610575 ZTF_i
58639.77665509982 18.303499221801758 0.06424400210380554 ZTF_r
58639.77665509982 18.242856097487884 0.021605888526513236 ZTF_r
58642.678692100104 18.348499298095703 0.07676800340414047 ZTF_g
58642.678692100104 18.335918327403576 0.02569776406975254 ZTF_g
58642.75540510006 18.27647428735247 0.02162395102896264 ZTF_r
58642.75540510006 18.351200103759766 0.08031400293111801 ZTF_r
58642.79887730023 18.3262996673584 0.08340500295162201 ZTF_g
58642.79887730023 18.282970574143 0.01923406270524449 ZTF_g
58643.7113194 18.389253375849332 0.04569731813905959 ZTF_i
58645.734259299934 18.345199584960938 0.08723500370979309 ZTF_g
58645.734259299934 18.290538566190836 0.03351477516560202 ZTF_g
58645.77806709986 18.269956154327886 0.0379117471241919 ZTF_r
58645.77806709986 18.3356990814209 0.07423300296068192 ZTF_r
58648.7111343001 18.39389991760254 0.1202080026268959 ZTF_r
58648.7111343001 18.365587923432777 0.06361580761466407 ZTF_r
58648.775879600085 18.29613050723991 0.06125317284771946 ZTF_i
58648.82006940013 18.29494453159714 0.051398748410401277 ZTF_g
58648.82006940013 18.33769989013672 0.09289299696683884 ZTF_g
58651.69195599994 18.254499435424805 0.0961339995265007 ZTF_g
58651.69195599994 18.227620498272533 0.052470229522695165 ZTF_g
58651.75315969996 18.315706841581232 0.04847588082217536 ZTF_r
58651.75315969996 18.36520004272461 0.1212719976902008 ZTF_r
58652.733576400205 18.436233323590578 0.059860809371316936 ZTF_i
58654.691041700076 18.308399200439453 0.07231900095939636 ZTF_r
58654.691041700076 18.220675767650576 0.021959988953476346 ZTF_r
58654.74335649982 18.341999053955078 0.08580700308084488 ZTF_g
58654.74335649982 18.289122092240518 0.027423484136728127 ZTF_g
58656.03362984 13.859 0.05 WISE_W1
58656.03362984 13.163 0.091 WISE_W2
58656.16440573 14.044 0.063 WISE_W1
58656.16440573 13.266 0.118 WISE_W2
58656.29530884 13.909 0.061 WISE_W1
58656.29530884 13.081 0.07 WISE_W2
58656.42608464 13.903 0.07 WISE_W1
58656.42608464 13.24 0.084 WISE_W2
58656.49153619 13.167 0.085 WISE_W2
58656.49153619 13.883 0.046 WISE_W1
58656.5569878 13.377 0.107 WISE_W2
58656.5569878 13.938 0.048 WISE_W1
58656.62231199 13.912 0.049 WISE_W1
58656.62231199 13.102 0.071 WISE_W2
58656.68776359 13.957 0.048 WISE_W1
58656.68776359 13.077 0.073 WISE_W2
58656.7532152 13.002 0.082 WISE_W2
58656.7532152 13.857 0.048 WISE_W1
58656.81853948 13.88 0.049 WISE_W1
58656.81853948 13.359 0.081 WISE_W2
58656.88399104 13.929 0.045 WISE_W1
58656.88399104 13.121 0.091 WISE_W2
58656.94944264 13.93 0.048 WISE_W1
58656.94944264 13.13 0.076 WISE_W2
58657.01489425 13.182 0.089 WISE_W2
58657.01489425 13.868 0.046 WISE_W1
58657.14567008 13.161 0.082 WISE_W2
